Vehicle_ID,Vehicle_Model,Fuel_Type,Price,Stock_Level,Warehouse_Location
6602,Lagarde Leconte S.A. Convertible,Hybrid,86084.3,17.0,Regnier
6603,Rousseau Sedan,Diesel,37923.06,24.0,Dufour
6604,Rodrigues Hatchback,Electric,46523.28,29.0,Sainte Denise
6605,Gaillard SUV,Diesel,62252.33,64.0,Saint Frédéric
6606,Le Roux SA Convertible,Electric,107910.21,18.0,Dos Santosnec
6607,Toussaint S.A.R.L. Hatchback,Diesel,86611.33,11.0,Dijoux-les-Bains
6608,Leclerc Truck,Electric,69173.71,28.0,Roussel
6609,Fischer S.A.S. Truck,Gasoline,81787.91,84.0,Maurice
6610,Vincent SUV,Diesel,116136.77,95.0,Saint GabrielleVille
6611,Thierry Hatchback,Gasoline,50765.45,22.0,Marie
6612,Hervé Sedan,Diesel,78757.31,57.0,Sainte HonoréVille
6613,Blanchet Pinto S.A. Sedan,Diesel,17714.96,36.0,Costa
6614,Rocher S.A.R.L. Truck,Gasoline,87606.03,,Perret
6615,Fleury SUV,Hybrid,33142.31,45.0,Texier
6616,Coulon Hatchback,Gasoline,15314.95,1.0,Duval
6617,Weber Sedan,Hybrid,57471.92,51.0,Guillot-la-Forêt
6618,Jacquot Truck,Hybrid,76815.48,57.0,MorinBourg
6619,François Marques S.A.S. Convertible,Diesel,117508.61,9.0,Boutinboeuf
6620,Joubert S.A.R.L. Hatchback,Gasoline,115199.86,65.0,Saint Élise-la-Forêt
6621,Verdier SUV,Diesel,92048.56,1.0,Jacques
6622,Joubert Convertible,Hybrid,89500.67,23.0,Goncalves
6623,Letellier SARL Hatchback,Electric,55531.87,94.0,Marchandboeuf
6624,Pinto SA Truck,Electric,65450.1,24.0,Saint Adrien
6625,Thibault Truck,Diesel,76303.02,84.0,Sainte Alfrednec
6626,Noël Convertible,Electric,21161.98,4.0,Chartier
6627,Laroche S.A. Hatchback,Electric,43152.39,,Besnard-sur-Adam
6628,Sanchez S.A.S. Truck,Gasoline,66597.52,84.0,Sainte Maryseboeuf
6629,Perrot Convertible,Electric,24836.89,67.0,Ferrand-sur-Launay
6630,Andre Convertible,Gasoline,57511.75,29.0,Saint Maggienec
6631,Hardy Courtois SA Sedan,Electric,110337.19,57.0,Mary
6632,Charrier Le Roux S.A.S. Sedan,Diesel,37635.04,,Laurent
6633,Rossi Hatchback,Electric,49532.64,65.0,Lévêque-sur-Mer
6634,Roger Guillaume SARL Convertible,Gasoline,108217.99,9.0,Hamon
6635,Laine SA Convertible,Hybrid,60332.56,96.0,Fernandez-sur-Mer
6636,Techer Sedan,Hybrid,69978.87,94.0,Jacques
6637,Pottier Truck,Gasoline,28132.06,4.0,Lebrun-sur-Gros
6638,Perrot SARL Hatchback,Hybrid,37852.89,34.0,Bazin
6639,Hoarau Tanguy SARL Truck,Gasoline,84493.49,36.0,Roussel-sur-Durand
6640,Antoine Convertible,Electric,57929.38,93.0,Mariedan
6641,Bourgeois Rodriguez S.A.R.L. Hatchback,Electric,52695.24,66.0,Klein-sur-Guillou
6642,Denis SUV,Gasoline,25293.87,21.0,Saint David
6643,Dubois Truck,Diesel,91470.97,23.0,Fontainenec
6644,Pasquier Truck,Gasoline,77826.74,61.0,Olivier-sur-Barthelemy
6645,Bodin SARL Hatchback,Electric,28515.06,18.0,TecherVille
6646,Jacquot Sedan,Gasoline,69155.68,93.0,Meunier
6647,Rocher S.A. Convertible,Gasoline,41323.4,7.0,Devaux
6648,Fleury Hatchback,Electric,96457.52,79.0,Sainte Suzanne
6649,Blanchard Truck,Hybrid,37268.99,21.0,Lamy
6650,Rossi SA SUV,Diesel,107964.49,28.0,Sainte Franck
6651,Martel S.A.S. Hatchback,Hybrid,46394.61,90.0,Gaudindan
6652,Hervé SUV,Hybrid,99059.6,83.0,Fabre
6653,Delmas SA Hatchback,Hybrid,87658.66,83.0,LemaîtreBourg
6654,Raymond SARL Hatchback,Electric,75211.44,26.0,Royer-sur-Baudry
6655,Weiss SA Hatchback,Hybrid,106792.23,61.0,Bouchet
6656,Maillard Bazin SA Sedan,Gasoline,99658.19,80.0,Perrin-sur-De Sousa
6657,Gosselin Hatchback,Diesel,106209.4,28.0,Maillet
6658,Arnaud Alves et Fils SUV,Electric,35165.56,75.0,Lacombe
6659,Couturier Convertible,Diesel,75881.94,47.0,PruvostVille
6660,Dias Fabre S.A.R.L. Convertible,Hybrid,112207.18,22.0,Saint Matthieuboeuf
6661,Benoit Andre et Fils Hatchback,Electric,45710.9,51.0,Sainte Françoise
6662,Roussel Maillet SA SUV,Gasoline,58865.94,,MauryVille
6663,Berger Sedan,Diesel,113251.23,92.0,Carre-sur-Lefort
6664,Poirier Hatchback,Electric,100409.83,,Chrétien
6665,Renault Hatchback,Hybrid,42104.7,36.0,Turpin-la-Forêt
6666,Boyer Munoz S.A. Truck,Diesel,112916.61,28.0,Sainte Vincent
6667,Valette Convertible,Hybrid,24122.91,85.0,Leleu
6668,Cousin SA Truck,Electric,74832.35,27.0,Lemonnier
6669,Moreno Truck,Gasoline,116155.27,88.0,Carre-sur-Weiss
6670,Millet Hatchback,Electric,61507.88,39.0,Vallée
6671,Lamy S.A. Hatchback,Diesel,118806.26,25.0,Delorme
6672,Rey Sedan,Hybrid,46260.6,51.0,Lévêque-sur-Joubert
6673,Meyer Convertible,Diesel,16683.37,63.0,Lelièvre
6674,Besnard Convertible,Diesel,60981.54,28.0,Payetnec
6675,Dumont SUV,Diesel,32793.24,46.0,Saint Alexandrie
6676,Blot SUV,Electric,33296.63,33.0,Saint Océane-sur-Mer
6677,Joly Truck,Electric,93463.52,36.0,Carpentier-sur-Andre
6678,Aubert Truck,Hybrid,119188.94,28.0,Lopes
6679,Normand Pasquier S.A.S. Convertible,Diesel,29246.22,3.0,Da Silva
6680,Jean Convertible,Diesel,65256.34,43.0,Gillet
6681,Voisin Dijoux S.A.S. Convertible,Hybrid,42365.02,11.0,Saint René-la-Forêt
6682,Martin SA Truck,Hybrid,79082.09,57.0,Dubois-les-Bains
6683,Robin Chauvet S.A. Sedan,Hybrid,29180.4,67.0,Perret-sur-Mer
6684,Bodin Hatchback,Gasoline,110506.22,45.0,Dijouxboeuf
6685,Seguin Cousin SA Sedan,Electric,21150.92,7.0,Petitdan
6686,Le Roux S.A. Hatchback,Electric,87240.82,10.0,Lacroix
6687,Daniel SUV,Hybrid,46842.75,51.0,Saint Philippe-les-Bains
6688,Laporte S.A.S. Hatchback,Gasoline,50946.43,5.0,Sainte Marianne
6689,Lombard SUV,Electric,66554.88,93.0,Lefebvre
6690,Baudry Truck,Gasoline,88621.94,60.0,Goncalvesnec
6691,Gautier Marques S.A. Sedan,Hybrid,45892.11,45.0,Leconte
6692,Masse Langlois SA Truck,Gasoline,64334.78,48.0,GérardVille
6693,Regnier Sedan,Diesel,90092.6,75.0,Devaux
6694,Bruneau SARL Convertible,Gasoline,91907.76,,Saint Théophilenec
6695,Maurice S.A. Sedan,Electric,98385.38,16.0,Duhamel
6696,Pascal S.A.R.L. Convertible,Electric,55058.96,38.0,Bigot
6697,Thibault Truck,Diesel,84804.66,7.0,Saint Brigitte
6698,Marchand SUV,Electric,40380.94,33.0,Chartier
6699,Dupuis SUV,Hybrid,24447.58,7.0,Bouchet-sur-Mer
6700,Rocher SUV,Gasoline,79215.45,42.0,Maury
6701,Salmon Sedan,Hybrid,47715.88,60.0,Chauvet
6702,Clément Traore S.A. Sedan,Hybrid,32143.36,67.0,Dupont-sur-Mer
6703,Guilbert Sedan,Hybrid,45036.14,14.0,Maurynec
6704,Hamel SUV,Electric,117282.58,17.0,Denis-sur-Didier
6705,Bourgeois Sedan,Electric,87348.17,33.0,Roy
6706,Ramos S.A.R.L. Convertible,Electric,89650.05,40.0,Bourgeoisboeuf
6707,Adam SUV,Electric,15518.21,51.0,Nicolas
6708,Dias Sedan,Diesel,21378.01,30.0,Sainte Henriettenec
6709,Lesage SUV,Gasoline,30393.92,21.0,Hoareau
6710,Lecoq Duval SA SUV,Hybrid,46439.99,79.0,Saint Bertrandnec
6711,Girard Fournier SA Hatchback,Hybrid,47663.03,55.0,Lenoir-sur-Mer
6712,Courtois SARL Truck,Hybrid,66924.06,77.0,Lamy-les-Bains
6713,Perrin S.A.S. Convertible,Hybrid,105437.51,69.0,Lemoine-sur-Poulain
6714,Jourdan Hatchback,Gasoline,64574.85,31.0,Marie-les-Bains
6715,Gomes S.A. Sedan,Diesel,62602.11,53.0,Diallo-sur-Meunier
6716,Picard Thomas et Fils Hatchback,Diesel,82698.38,69.0,Gaudin-sur-Dufour
6717,Ruiz Sedan,Gasoline,19847.43,65.0,Gros
6718,Morin Hatchback,Gasoline,111400.95,44.0,Lebon
6719,Dijoux Chevallier S.A.R.L. Convertible,Electric,95199.33,18.0,Mauricenec
6720,Cordier S.A.R.L. Truck,Hybrid,99240.91,58.0,Pottier-les-Bains
6721,Reynaud Truck,Hybrid,105157.82,89.0,Saint Frédérique
6722,Becker Gomes S.A.S. Convertible,Electric,48689.11,94.0,Julien
6723,Daniel Convertible,Diesel,57046.59,19.0,Lenoir-sur-Daniel
6724,Charles Hatchback,Hybrid,54398.6,83.0,Nguyennec
6725,Carpentier Convertible,Gasoline,32860.24,79.0,Philippe-sur-Imbert
6726,Ollivier Sedan,Diesel,69082.41,89.0,Martinez-la-Forêt
6727,Barthelemy Sedan,Diesel,30813.16,79.0,Sainte Juliette
6728,Laine Convertible,Hybrid,56431.01,6.0,Allard
6729,Hoarau Dumas S.A.S. SUV,Electric,16277.48,67.0,Baronnec
6730,Dumas Bailly S.A.S. Sedan,Diesel,116846.86,85.0,Weiss
6731,Perret SUV,Hybrid,88890.39,87.0,Olivier
6732,Barre Truck,Gasoline,72986.7,18.0,Pottier-sur-Mer
6733,Maillard SARL Truck,Gasoline,83514.29,30.0,Sainte Astrid
6734,Pierre Lévy S.A.R.L. Hatchback,Hybrid,103279.55,2.0,Sainte Luce
6735,Gay Sedan,Gasoline,57410.91,79.0,Camus
6736,Guillot Berthelot S.A.R.L. Truck,Gasoline,68304.84,22.0,Saint Martin
6737,Delmas SARL Sedan,Hybrid,63435.93,89.0,Clément
6738,Gillet Hatchback,Diesel,30961.76,52.0,Germain
6739,Boutin Briand S.A.S. Convertible,Gasoline,70523.51,58.0,HamonVille
6740,Coste Pons et Fils SUV,Hybrid,84964.16,89.0,Saint Marguerite-les-Bains
6741,Durand et Fils Hatchback,Gasoline,26665.81,86.0,Chartierdan
6742,De Oliveira Convertible,Electric,58621.99,40.0,Sainte Bernadette
6743,Carlier S.A.R.L. Convertible,Gasoline,87868.21,1.0,Sainte Robert
6744,Dupuy SUV,Gasoline,68142.15,4.0,Sainte Margaux
6745,Klein Hatchback,Hybrid,23077.0,28.0,Alves-sur-Mer
6746,Pineau SUV,Diesel,37693.55,2.0,Bouchet-sur-Roux
6747,Gautier SARL Truck,Diesel,116719.78,3.0,CourtoisBourg
6748,Gomes Truck,Diesel,21970.47,70.0,Leroy
6749,De Sousa Sedan,Electric,34677.12,39.0,Sainte Paulette
6750,Lopez Convertible,Hybrid,108938.74,,Perrier
6751,Baron SUV,Electric,75439.03,85.0,Raymondnec
6752,Foucher Hatchback,Hybrid,46708.5,67.0,DumontBourg
6753,Leleu Voisin S.A.S. Truck,Diesel,97415.87,37.0,Saint Margot
6754,Klein Convertible,Diesel,113984.41,5.0,Couturier
6755,Bègue S.A.R.L. Sedan,Hybrid,86384.37,72.0,Colin
6756,Guillou S.A.S. SUV,Electric,90117.87,90.0,Fabre-la-Forêt
6757,Maillot SUV,Diesel,20492.89,54.0,Legendre
6758,Georges Roche SARL Hatchback,Electric,39483.27,52.0,Saint Michel-les-Bains
6759,Fouquet SUV,Gasoline,72511.43,93.0,Legendreboeuf
6760,Boulanger Convertible,Diesel,69277.89,100.0,TessierVille
6761,Antoine Aubert S.A.R.L. Sedan,Diesel,70086.08,40.0,Bouchet
6762,Rolland Convertible,Hybrid,50372.36,40.0,Vallet
6763,Albert Hatchback,Diesel,105842.72,10.0,Le Gallboeuf
6764,Imbert Truck,Electric,73354.24,71.0,Blot
6765,Legros S.A. Hatchback,Diesel,19931.1,40.0,Bodin
6766,Launay S.A. Hatchback,Electric,31077.45,22.0,Bernard
6767,Boutin Convertible,Gasoline,76646.07,35.0,Durand
6768,Menard Tanguy SA Hatchback,Electric,100657.79,59.0,Le Gall
6769,Lemoine S.A.S. Convertible,Diesel,99043.85,73.0,Saint Aimée
6770,Bourgeois Truck,Gasoline,43152.9,33.0,Saint Jacquesnec
6771,Neveu et Fils Sedan,Gasoline,101593.12,73.0,Duvalnec
6772,Jacquet SARL Truck,Hybrid,41803.84,16.0,Colas-sur-Turpin
6773,Chartier Truck,Diesel,47138.74,65.0,Sainte Julie
6774,Rousset Truck,Hybrid,83401.3,11.0,Saint Grégoirenec
6775,Hebert Convertible,Hybrid,72758.25,59.0,Saint AurélieVille
6776,Sanchez Truck,Diesel,91581.62,18.0,Caron-sur-Mer
6777,Potier Truck,Gasoline,19581.04,3.0,Legrosdan
6778,Boutin Bernier S.A.S. SUV,Gasoline,59953.57,16.0,Klein-sur-Mer
6779,Bernier Hatchback,Hybrid,88784.32,74.0,Torresdan
6780,Leblanc Convertible,Diesel,75684.28,73.0,Robindan
6781,Guérin SA Hatchback,Diesel,44466.54,1.0,Saint Renéeboeuf
6782,Hebert Bernard S.A.S. Sedan,Hybrid,54807.34,32.0,Guyon
6783,Lefort S.A. Hatchback,Gasoline,37808.43,94.0,Coste-sur-Mer
6784,Pons Truck,Gasoline,102829.5,50.0,Blin
6785,Fernandes Truck,Diesel,74747.83,73.0,Marques
6786,Gautier Monnier et Fils Hatchback,Electric,111935.25,,Muller
6787,Bodin Truck,Hybrid,46614.89,75.0,Perrier
6788,Clément SARL Hatchback,Diesel,93080.27,92.0,Grégoire-sur-Germain
6789,Rivière Hatchback,Electric,106592.45,38.0,Maillet-la-Forêt
6790,Fabre Hatchback,Diesel,48901.43,15.0,Saint Hélènenec
6791,Rossi Sedan,Diesel,38506.74,67.0,Saint Christiane
6792,Payet S.A.S. SUV,Gasoline,110656.54,63.0,Valentin-les-Bains
6793,Fouquet Sedan,Hybrid,65807.86,,Gosselinnec
6794,Delattre Truck,Hybrid,42154.98,82.0,Perez-sur-Marin
6795,Valette S.A.R.L. Sedan,Electric,57588.25,13.0,Dijoux
6796,Jourdan Sedan,Hybrid,70415.73,91.0,Sainte Laetitia
6797,Gilbert et Fils Truck,Gasoline,114124.73,6.0,Potier
6798,Moreau Truck,Diesel,116935.15,7.0,Sainte Rogerdan
6799,Henry Jourdan S.A.S. Convertible,Electric,67313.69,96.0,Leblanc-sur-Mer
6800,Alexandre Hatchback,Gasoline,57820.96,1.0,Saint Michelle
6801,Baudry Truck,Diesel,32604.85,26.0,Sainte NicoleVille
6802,Bailly SARL Sedan,Hybrid,17313.89,53.0,Grondinnec
6803,Launay S.A.R.L. Sedan,Gasoline,45792.28,,Mendès
6804,Lambert Da Costa et Fils SUV,Electric,68864.23,19.0,Sainte Jacqueline-les-Bains
6805,Rossi S.A.R.L. Truck,Diesel,87351.44,100.0,Barthelemy-sur-Clément
6806,Da Costa SUV,Diesel,53756.4,43.0,Maurice-les-Bains
6807,Thierry S.A. Convertible,Gasoline,81274.65,8.0,Sainte Arnaude
6808,François SARL SUV,Electric,80517.86,11.0,Munoz
6809,Bouchet SARL Truck,Electric,36287.83,59.0,Barre
6810,Peltier Bodin S.A. Hatchback,Gasoline,62834.34,28.0,Launay
6811,Tanguy Gilles S.A.R.L. SUV,Hybrid,42116.99,52.0,Legrand
6812,Berthelot et Fils SUV,Electric,15494.22,20.0,Leduc
6813,Laporte Hatchback,Diesel,100738.51,46.0,Mary
6814,Breton Truck,Gasoline,66277.79,91.0,Grégoire
6815,Gérard Gilbert S.A.R.L. SUV,Hybrid,15234.16,13.0,Saint Claudine
6816,Labbé Hatchback,Electric,97203.42,17.0,Marie
6817,Pelletier Truck,Gasoline,97984.08,85.0,Laroche
6818,Costa Maillot et Fils SUV,Hybrid,47584.16,13.0,Sainte Victorboeuf
6819,Dijoux Sedan,Electric,82896.73,55.0,Barbenec
6820,Guibert SUV,Hybrid,69183.63,76.0,Moreno
6821,Le Goff Gonzalez S.A.S. SUV,Electric,35211.37,49.0,Saint Maurice-sur-Mer
6822,Fernandes Martel et Fils Hatchback,Hybrid,45820.53,98.0,Lelièvrenec
6823,Hebert Renaud et Fils Truck,Electric,107979.08,57.0,Leduc
6824,Delannoy Durand S.A.S. Convertible,Electric,110228.6,19.0,Jacquot
6825,Alexandre Sedan,Hybrid,75024.89,9.0,Saint Susanne
6826,Maréchal S.A.S. Truck,Diesel,18829.81,75.0,Renaud
6827,Blondel Hatchback,Hybrid,115418.58,99.0,BonninBourg
6828,Marchand SUV,Gasoline,36409.17,32.0,Perrot
6829,Renault Truck,Gasoline,108730.27,34.0,Peronboeuf
6830,Pires Convertible,Electric,43077.39,69.0,Kleindan
6831,Blanchet Marty S.A.S. SUV,Electric,79528.35,28.0,Lacombe-sur-Pascal
6832,Millet Convertible,Diesel,43478.91,26.0,GrégoireVille
6833,Raynaud S.A. Truck,Diesel,49261.53,78.0,Huet-sur-Mer
6834,Simon Hatchback,Electric,56572.09,45.0,Samson
6835,Gimenez Sedan,Gasoline,25669.35,66.0,Legros
6836,Lemaire SUV,Electric,53056.17,73.0,Guyotdan
6837,Tanguy Lebrun S.A. SUV,Diesel,117994.15,,DelahayeBourg
6838,Dupré Chartier et Fils Hatchback,Electric,58333.05,45.0,Pottier
6839,Hardy Jourdan et Fils Sedan,Gasoline,86766.98,79.0,Saint Monique-les-Bains
6840,Rodrigues SA Truck,Electric,18248.53,46.0,BoulayBourg
6841,Pasquier SARL Hatchback,Hybrid,118933.29,84.0,Sainte Andrée
6842,Gomes Sedan,Hybrid,25931.66,14.0,Dupuy
6843,Boulanger et Fils SUV,Electric,72435.67,53.0,Diallo
6844,Faure Truck,Gasoline,30962.73,71.0,Turpin
6845,Durand Truck,Diesel,45338.11,36.0,DuvalVille
6846,Michel Garnier SARL Sedan,Electric,17548.58,52.0,Hamonnec
6847,Reynaud Guillaume S.A.R.L. Convertible,Electric,17621.34,84.0,Bousquet
6848,Vallet Truck,Hybrid,66392.51,90.0,Duval-sur-Normand
6849,Dupuy Robin S.A. Truck,Gasoline,49169.83,88.0,Dias-la-Forêt
6850,Vidal Fouquet SARL Hatchback,Gasoline,49772.96,10.0,Fleurynec
6851,Rivière SUV,Electric,78462.13,98.0,Le Goff
6852,Richard Convertible,Hybrid,63287.08,53.0,David
6853,Texier S.A.S. Convertible,Diesel,84805.4,83.0,Valentinboeuf
6854,Renault Convertible,Diesel,109587.1,99.0,Lemonnier
6855,Peltier Salmon S.A.R.L. Convertible,Electric,90511.2,68.0,Lévy-sur-Pages
6856,Peltier Hatchback,Diesel,113526.11,38.0,Buissonnec
6857,Morel Sedan,Diesel,26609.66,40.0,Blin
6858,Guyon SUV,Gasoline,31857.13,66.0,Devaux
6859,Morel Alexandre S.A.R.L. Sedan,Hybrid,58439.9,48.0,Lefèvre
6860,Charpentier Hatchback,Hybrid,92744.92,71.0,Sainte AdrienBourg
6861,Riou Truck,Electric,54315.48,50.0,Charles
6862,Martineau Thierry SA SUV,Gasoline,21405.16,9.0,Picard
6863,Gomes Hatchback,Diesel,89022.89,63.0,Delahaye
6864,De Oliveira Truck,Diesel,30032.15,76.0,Lejeune
6865,Garnier SUV,Hybrid,111234.93,55.0,Collet-sur-Mer
6866,Jourdan Hatchback,Hybrid,111494.58,100.0,Duval-sur-Mer
6867,Rocher Pires S.A.R.L. Sedan,Hybrid,93362.05,62.0,Camus
6868,Lemaître Courtois S.A.R.L. Convertible,Gasoline,66427.73,17.0,Guillot
6869,Laroche Truck,Gasoline,21414.58,90.0,Hubert
6870,Courtois S.A.S. Convertible,Hybrid,80494.8,81.0,Lefebvre
6871,Henry S.A.S. Hatchback,Electric,71858.38,20.0,Sainte Eugène-les-Bains
6872,Georges Hatchback,Hybrid,42050.93,99.0,Saint Diane
6873,Perez Hatchback,Electric,33214.85,61.0,Lemonniernec
6874,Leblanc SARL Truck,Diesel,50651.17,35.0,Robert
6875,Duval SUV,Diesel,17013.9,35.0,Devaux-sur-Besnard
6876,Guichard Hatchback,Hybrid,20521.03,86.0,Sainte MarianneVille
6877,Fernandes SUV,Hybrid,51289.5,89.0,SauvageBourg
6878,Albert SUV,Diesel,48167.02,30.0,Guillon-sur-Mer
6879,Hoarau S.A. Sedan,Hybrid,45233.28,50.0,Weber
6880,Delmas et Fils Sedan,Electric,44321.01,21.0,Grosboeuf
6881,Diaz Lemoine S.A.R.L. Convertible,Hybrid,48526.98,7.0,Sainte Isaacdan
6882,David Convertible,Gasoline,69385.07,98.0,GuyotBourg
6883,Mary Truck,Hybrid,19133.98,70.0,Rolland
6884,Brunel Lucas et Fils Convertible,Diesel,74616.51,69.0,Leduc
6885,Leconte S.A.S. Sedan,Gasoline,25536.9,81.0,HubertBourg
6886,Payet SUV,Electric,75122.29,30.0,Denis
6887,Millet Hatchback,Diesel,49839.72,9.0,Aubert-sur-Bousquet
6888,Payet Truck,Diesel,103771.99,93.0,Bonnet-sur-Mer
6889,Couturier SUV,Gasoline,89410.04,43.0,Pascal
6890,Bouchet SA Hatchback,Diesel,86171.8,80.0,Sainte Michelledan
6891,Bernard Delorme S.A.S. SUV,Diesel,102991.91,19.0,Saint Anaïs
6892,Lacombe Petit S.A.S. Hatchback,Gasoline,56552.57,,Sainte Aimée-la-Forêt
6893,Lemoine Hatchback,Electric,72053.39,22.0,Sainte Roger-sur-Mer
6894,Fleury SA Truck,Electric,118502.75,8.0,Wagner
6895,Vincent Hatchback,Electric,107735.99,20.0,Le GoffVille
6896,Cousin et Fils Truck,Diesel,80050.83,13.0,Ferrand
6897,Schneider Convertible,Hybrid,43815.83,44.0,Pruvost
6898,Brunet Hatchback,Hybrid,99458.88,34.0,Brun-les-Bains
6899,Marchand Guilbert S.A.S. Truck,Hybrid,17263.73,48.0,Petitjean
6900,Benard et Fils Convertible,Hybrid,78767.22,2.0,GuillaumeVille
6901,Léger et Fils Truck,Diesel,45996.49,50.0,CarreBourg
6902,Roussel S.A.S. SUV,Diesel,65458.53,23.0,Techer
6903,Tessier SUV,Diesel,20987.76,74.0,Lévêque-les-Bains
6904,Barbier SUV,Hybrid,58200.85,74.0,Ferrand
6905,Cohen Hatchback,Electric,95356.91,80.0,Saint Thérèsenec
6906,Lemaire SARL Sedan,Hybrid,109598.26,63.0,MarieBourg
6907,Pottier Convertible,Diesel,34271.78,0.0,Bigot
6908,Dupuy S.A. Truck,Diesel,73434.79,65.0,Philippenec
6909,Adam Sedan,Gasoline,19482.56,12.0,Barbe
6910,Besson SA SUV,Gasoline,97044.26,7.0,Seguin-sur-Mer
6911,Baron S.A.S. Sedan,Diesel,25349.3,20.0,Langlois
6912,Tessier Bazin SA Truck,Electric,64579.51,69.0,Moulin-sur-Leduc
6913,Hoareau SUV,Diesel,110918.96,80.0,Chrétien
6914,Moulin S.A. SUV,Gasoline,46538.57,62.0,Allain
6915,Diallo SUV,Gasoline,75333.3,81.0,Sainte ÉtienneBourg
6916,Langlois Dupuis SARL Convertible,Diesel,25508.79,51.0,Poirier-la-Forêt
6917,Coulon Truck,Hybrid,39807.69,52.0,Nguyen-sur-Antoine
6918,Roussel et Fils SUV,Electric,48565.54,26.0,ValentinBourg
6919,Boulanger Truck,Diesel,37658.98,52.0,Pottier
6920,Pires SUV,Gasoline,90342.23,84.0,Poirier
6921,Lucas Sedan,Electric,31122.4,12.0,Dupuisboeuf
6922,Moulin Hatchback,Electric,99969.8,71.0,Roger
6923,Ferreira SUV,Diesel,20871.61,33.0,Fabrenec
6924,Auger S.A.S. SUV,Electric,102810.26,39.0,Schneider
6925,Potier Sedan,Gasoline,84816.29,21.0,Sainte ClémenceBourg
6926,Lemaître Sedan,Diesel,73054.46,90.0,Lefort-sur-Duhamel
6927,Riou Hatchback,Diesel,17331.91,34.0,Renard
6928,Philippe Hatchback,Gasoline,21455.58,94.0,Sainte Thomas-la-Forêt
6929,Seguin Cordier S.A.S. Hatchback,Diesel,88365.21,72.0,Jacques
6930,Bazin Hebert SA Convertible,Gasoline,119485.41,56.0,Deschamps-sur-Techer
6931,Regnier Clément et Fils Sedan,Diesel,48227.88,,Laine
6932,Besnard et Fils SUV,Electric,42327.65,95.0,Sainte Mathilde
6933,Petit SA Hatchback,Electric,92981.81,55.0,Gayboeuf
6934,Costa Delaunay et Fils Truck,Hybrid,63946.3,22.0,Saint Michellenec
6935,Roy SA Sedan,Diesel,118299.53,59.0,Lelièvre-la-Forêt
6936,Besnard SUV,Gasoline,115539.9,31.0,Lenoirdan
6937,Meunier Convertible,Hybrid,68748.26,27.0,Legros
6938,Guillot Convertible,Hybrid,19021.7,69.0,Renault-la-Forêt
6939,Henry S.A.R.L. Convertible,Gasoline,17707.38,28.0,Delmas
6940,Costa Sedan,Gasoline,24586.51,97.0,BeckerVille
6941,Rousseau SUV,Diesel,65859.24,87.0,Thibault
6942,Roy Samson SARL Sedan,Gasoline,74481.14,47.0,Bertinboeuf
6943,Ledoux SA Truck,Hybrid,108797.87,57.0,Perrot
6944,Aubert SUV,Gasoline,45963.3,20.0,Saint François
6945,Adam Convertible,Gasoline,47464.53,11.0,Leleu
6946,Mendès Convertible,Diesel,106409.7,,Roux-les-Bains
6947,Schneider SARL Hatchback,Hybrid,15507.52,85.0,Lopez
6948,Meunier S.A.S. Convertible,Hybrid,60912.18,72.0,Fernandes
6949,Rey SUV,Electric,20797.29,45.0,Normandboeuf
6950,Guérin Sedan,Electric,27934.79,69.0,Costa-les-Bains
6951,Blanc Wagner S.A.S. Truck,Diesel,21541.99,10.0,Guillon
6952,Wagner Garcia S.A.R.L. Hatchback,Electric,82125.07,96.0,Lebon-la-Forêt
6953,Durand S.A.S. Convertible,Gasoline,115426.35,89.0,Buisson
6954,Seguin Chauvin et Fils Hatchback,Diesel,69177.39,88.0,Vallet
6955,Deschamps Convertible,Electric,41536.46,46.0,Gilbert-sur-Mer
6956,Lefèvre Berger S.A.R.L. Sedan,Diesel,79438.13,35.0,Hoareau
6957,Martel Colin S.A. Truck,Hybrid,93631.32,48.0,Lévêque
6958,Delorme S.A.R.L. Convertible,Hybrid,104720.06,93.0,Grondin-sur-Robin
6959,Prévost SUV,Diesel,41956.75,18.0,Blin-sur-Mer
6960,Lamy SUV,Hybrid,97080.98,32.0,Delannoy
6961,Coste S.A. Truck,Gasoline,54206.49,6.0,De Oliveira-sur-Lamy
6962,Ferrand SUV,Hybrid,102296.92,76.0,Teixeira
6963,Chevalier Cousin SARL Convertible,Gasoline,53011.2,47.0,Saint Alexandria
6964,Noël Charles SA SUV,Electric,114605.03,0.0,Saint Philippedan
6965,Deschamps S.A.S. Truck,Diesel,71393.76,34.0,Couturier
6966,Baron et Fils Hatchback,Hybrid,32219.66,86.0,Lefèvre-sur-Guibert
6967,Charrier S.A.S. Convertible,Electric,69098.49,33.0,Letellier-sur-Leconte
6968,Guichard Chauvet et Fils Hatchback,Diesel,78929.83,60.0,Vincent
6969,Neveu S.A. SUV,Hybrid,86560.34,35.0,Da Costadan
6970,Fernandes SUV,Hybrid,86685.24,17.0,Ferrand-sur-Maréchal
6971,Prévost Lefèvre S.A.R.L. SUV,Diesel,119910.47,94.0,Maurice
6972,Leconte Hatchback,Hybrid,97597.33,53.0,Lebreton
6973,Gosselin S.A. SUV,Hybrid,71478.24,90.0,Perrin
6974,Roche S.A.S. Sedan,Electric,118437.51,28.0,Gaillard-les-Bains
6975,Hernandez Hatchback,Diesel,96184.39,25.0,Sainte AlexandreBourg
6976,Chauvin Leroy SA SUV,Gasoline,57996.58,,CarlierBourg
