Campaign_Name,Target_Location,Campaign_Type,Budget,Success_Rate
Paul S.A.,Vaillant,Radio,144585,0.2647663615329602
Perrier SARL,Raymond,Social Media,214582,0.638659263373521
Lopes,Barre,Social Media,293070,0.43610752280883336
Lombard,MarquesBourg,Billboards,480126,0.13120825165450106
Pinto,Moreau-sur-Mer,Radio,173798,0.18337545453192733
Bouchet,Blin-la-Forêt,TV,214135,0.46639271656793446
Leclerc,Sainte Astriddan,Billboards,339756,0.20075530624642823
Roger Besnard et Fils,Robin,TV,271621,0.12098446490202486
Bonneau SA,Saint Cécile,TV,123179,0.6985194297799723
Clément,De Sousa,Billboards,487172,0.29075462926675844
Maurice Teixeira SARL,Blanchet-sur-Mer,TV,256981,0.2009551227456181
Blin,Saint Étienne,Billboards,36981,0.5091751416596318
Teixeira,Legranddan,Billboards,342565,0.6609344895926732
Guillet,LerouxVille,Social Media,232194,0.373588908694795
Rocher Regnier S.A.S.,Riounec,TV,263583,0.472551368087318
Denis,Rousseau-la-Forêt,Billboards,76824,0.6282280467863611
Lemonnier,Peltier,Radio,278481,0.18079149405040731
Laporte Lefèvre SA,Monnierdan,Billboards,122986,0.7530457496014956
Imbert S.A.R.L.,Saint Virginie,TV,340801,0.5152700951040426
Robin,RogerVille,Billboards,224248,0.14099741818316938
Colas,Legros,Social Media,222893,0.3820868358060945
Jean,RibeiroBourg,Radio,165841,0.13072761193524274
Rodrigues,BouvierVille,Billboards,453934,0.7893301082157332
Raymond,Carre,TV,433592,0.3711047247354282
Dupuy,Sainte Gabrielle-la-Forêt,Billboards,76978,0.163019405015363
Peron,Maheboeuf,Billboards,409695,0.41928015561613563
Perrot SARL,Ramos,TV,61374,0.1993385158883906
Pires Tessier SARL,Gilles,Billboards,417233,0.1969857696197
Lebrun Grondin S.A.R.L.,Saint Arthur-les-Bains,Social Media,71609,0.6194222212476576
Peron,Besnard-les-Bains,Billboards,131429,0.8111550424896178
Leclerc,Payetdan,TV,475870,0.5197950315684164
Joseph et Fils,Bouvier,TV,353678,0.3086242963592811
Colin SA,Marchalnec,Social Media,370456,0.2665016544287878
Bègue,Sainte ÉtienneBourg,Billboards,363813,0.8911669689208328
Valentin,Sainte Marcelle,Social Media,337706,0.6436643463795371
Ribeiro Blanchet SARL,Ribeiro,Social Media,87357,0.26244642226802456
Le Roux,Sainte Genevièvenec,Billboards,80695,0.7832536517775069
Jean,Sainte Agathe,Billboards,420954,0.6821872024023045
Bouvet Brunet SA,Blin-sur-Cordier,Radio,28426,0.8173564754882128
Peron,Lévêque,TV,198677,0.11673981493593484
Chevallier et Fils,Thibault,TV,104875,0.3364394232926098
Mary Gillet et Fils,Dos Santosdan,TV,350529,0.8938790923082494
Perret Mahe S.A.S.,Gilbertnec,TV,91855,0.6281903372028793
Baudry,Seguin,TV,86477,0.21189624740764312
Bousquet,Lacombe-sur-Da Silva,Radio,420513,0.24220374228923547
Meunier,Bailly,Social Media,365596,0.15250972471011937
Gérard,Sauvage,TV,486829,0.18070465016412457
Girard,DenisBourg,TV,225571,0.3278195244021789
Guyon S.A.R.L.,Saint Anastasie,Billboards,316671,0.5166114997883816
Descamps,Denisnec,Social Media,103448,0.14961953731072297
Bruneau,Bouvet,Social Media,220720,0.3444547319247714
Vallet,Bruneau,Billboards,155848,0.12956589660779674
Raymond,Maréchal,Billboards,30034,0.6338516252611133
Gilbert Delannoy et Fils,Blanchardnec,Social Media,365134,0.7490232623444062
Lacombe SARL,Pruvost-sur-Allain,Radio,202129,0.7842025495361755
Costa,Lamyboeuf,Billboards,66178,0.43675212353346404
Roger Baudry SA,Bouvier-sur-Mer,Billboards,127488,0.7821023699498596
Jourdan,Saint JulieVille,Billboards,457261,0.3597203762702068
Étienne SARL,Delannoy-sur-Fournier,Billboards,200028,0.3695890611585094
Lebon,Briand,Radio,42068,0.4730634336683248
Meyer S.A.S.,Vidal-sur-Lemaire,Radio,185958,0.4302886244387034
David Poirier SARL,Pereira,Radio,169766,0.37617577736414276
Maillet,Barbe,TV,70388,0.8821797818432949
Julien Tessier SARL,Legranddan,Radio,207655,0.28663123824278625
Perez Voisin S.A.,Baronnec,Social Media,119966,0.3666851064776474
Léger,Sainte Sébastiennec,Billboards,353195,0.589461699799974
Jourdan,PiresBourg,Billboards,18248,0.5876942040260623
Rodriguez Loiseau SA,Faure,Billboards,185498,0.4124775680111331
Allard Munoz SA,Leblanc,Radio,482843,0.26452985231514803
Vasseur,Gaydan,Billboards,280656,0.634423952424217
Dupont Tessier SARL,Albert,Radio,446332,0.21418656859827304
Lebon,Lebrun-les-Bains,Social Media,387136,0.4201295828963977
Petitjean,Sainte AiméeBourg,Billboards,346879,0.3230249923133144
Thibault SA,Sainte SylvieBourg,TV,58298,0.6315931776069276
Renault,Saint Célina-sur-Mer,Social Media,439006,0.3225692200485112
Fleury Perret SA,Guichard,Social Media,492403,0.8261022427393584
Maillard,Bertin,Social Media,194029,0.8489378844492943
Charpentier,Weber,TV,25728,0.4894408463606038
Chartier Perrier S.A.R.L.,Martins-sur-Perret,TV,350357,0.49002180717894317
Collet et Fils,Lopez,Radio,41054,0.8604523817528958
Laroche Roux et Fils,Brunet,Radio,468348,0.6400761756874749
Coulon,LeclercqBourg,Radio,178777,0.3983967711169445
Payet,Marion,Billboards,489007,0.11100793466963782
Guibert De Oliveira SARL,Vallet-sur-Mer,Billboards,261775,0.7143655463986617
Joseph SARL,Jacquot,Radio,34843,0.4922696156004046
Collin S.A.,Giraudnec,TV,12522,0.3623076156140681
Martineau,Leleu,Social Media,168921,0.7817981306190417
Fournier,Sainte Thérèse,Billboards,234267,0.19750305751639718
Briand,Robin,Billboards,155185,0.2553835161102016
Cordier,Blot,Social Media,36684,0.3639281787305545
Gonzalez SA,LeclercVille,Social Media,179213,0.6597393490169393
Guérin,RobinBourg,Billboards,241124,0.7439219466562398
Lévêque Gérard S.A.,Tanguydan,Social Media,497596,0.6463274852795524
Alexandre SA,Barthelemy,Billboards,239706,0.5634065527865332
Vincent Cordier S.A.S.,Leduc,Billboards,408817,0.8729790728216025
Jacques S.A.,Charlesnec,Billboards,424259,0.14709641864775833
Grégoire,PerezVille,Radio,78819,0.10494940156738038
Morin,Sainte Bernadette,Billboards,421684,0.4973489205509618
Pereira,Guillet-sur-Laporte,Radio,416921,0.27675914326162454
Breton,Le Goff-sur-Barbier,Radio,121424,0.4954202912019706
Jean,Sainte Jacqueline-la-Forêt,Radio,157028,0.222514290245537
Nguyen,Colas,TV,69782,0.43459304067918847
François,Hervé,TV,401017,0.432806412954024
Maréchal S.A.,Moreau-les-Bains,Social Media,477977,0.38160124366295356
Alexandre Gros S.A.S.,TurpinBourg,TV,109920,0.8126677726455628
Étienne SARL,Bouchetdan,Billboards,341141,0.25944287436329483
Boucher,Jacquet,Social Media,295987,0.6899049955594985
Alves SARL,Bourdon,Billboards,454897,0.5782602497737798
Rodriguez,Saint Franck,Social Media,355087,0.38757359592314844
Guillaume,CarpentierBourg,TV,332581,0.15456720067128318
Laine S.A.,Bessondan,Radio,23678,0.24115749555129354
Leconte et Fils,Bodin,TV,120698,0.6722095881826572
Perret Valentin S.A.,Seguin-la-Forêt,Billboards,279850,0.21189448344047657
Lamy Poirier SA,Bègue,Social Media,42174,0.727577380232879
Renaud,Adamboeuf,TV,452303,0.4103096305197339
Caron,Saint FrançoiseBourg,TV,128647,0.38727813496322994
Muller,Lopes,Radio,401701,0.6419737102174006
Hoarau,Vaillant-sur-Guyon,Billboards,57655,0.5979568261663638
Fischer Meyer SARL,Saint Laetitia-les-Bains,Radio,35257,0.3769749833191184
Hamel Poulain SA,Morel-sur-Nicolas,Billboards,304350,0.436574644356602
Huet SARL,Ollivier-sur-Fournier,Billboards,94998,0.49876935142046575
Letellier,Hervé,Billboards,420931,0.25741900976380694
Duhamel Couturier S.A.,Gay-sur-Leduc,TV,337633,0.3477876604536524
Robert,Sainte Stéphanie,Billboards,307493,0.7780829902948843
Garnier,Bègue-la-Forêt,Social Media,444313,0.46819409994007555
Schmitt et Fils,Saint Adrien-la-Forêt,Radio,413284,0.4315119679422744
Dupont Grondin S.A.,Legrand,TV,329857,0.15267950240496708
Fouquet S.A.,FernandesBourg,Social Media,108920,0.3602793888905105
Lemoine SA,Sainte Isabelle-les-Bains,Social Media,88854,0.5952866394040814
Guillon Besson SARL,Fontaine,Billboards,470420,0.12286279975130993
Guérin S.A.S.,Valléedan,Billboards,245085,0.4442302285727061
Bourdon,MathieuVille,Billboards,219836,0.5086448423838443
Meyer,Klein-sur-Lenoir,Social Media,306295,0.7490454540896136
Foucher,Sainte Alexandriaboeuf,TV,394737,0.6623149936130948
Dupuis,Peltiernec,Billboards,16678,0.41039718303073325
Adam,Sainte Michel-la-Forêt,Social Media,436323,0.8288455111742422
Tessier S.A.R.L.,Saint Denise,Billboards,457217,0.7813582468055849
Le Goff,Nicolas-sur-Hamon,TV,356274,0.3859290712578409
Guibert Leduc SA,Saint Richard,Social Media,163605,0.4556917547582051
Roy,Pauldan,Billboards,473047,0.2522013694422407
Charrier Nguyen S.A.S.,MartinsVille,Radio,376348,0.7424413536979404
Leclerc S.A.S.,Dupuy-sur-Lévêque,TV,282207,0.5315993058447868
Toussaint,Clément-sur-Chartier,Social Media,190777,0.6154345488496668
Parent,Sainte AnneBourg,Billboards,59506,0.7610157920058173
Lopes,Sainte Jean,Radio,210117,0.6023805584458688
Cordier SA,Guilbert,Billboards,63001,0.4435860105967281
Guilbert SARL,Poirier-la-Forêt,Radio,313849,0.143514046330513
Lefèvre S.A.,Duhamel,Billboards,272396,0.3209846463079112
Dumas,Paul,TV,37384,0.6115485384607602
Dumont S.A.S.,Mathieudan,Social Media,290273,0.41429953090467164
Thomas Roy et Fils,Poulain,Billboards,98951,0.18216018827795938
Baudry,De Sousa-la-Forêt,TV,148591,0.33430570405641663
Coulon S.A.,Saint Alexandre-la-Forêt,TV,404732,0.6160982053229697
Jacob Renaud S.A.R.L.,Baronboeuf,TV,329425,0.6221569009481653
Lefèvre SA,Monnier-sur-Hervé,Social Media,189471,0.13362144101577683
Lebrun,Saint Éricnec,TV,384814,0.6665599131458567
Blondel,Sainte Françoise,Billboards,166861,0.8322821570054195
Vincent S.A.S.,Sainte Jérôme,Radio,287751,0.4011023945457435
David S.A.,PichonVille,Radio,413803,0.29562430288742714
Rousseau,Boulanger,Billboards,105182,0.38299591141141087
Bertin Jacob SA,Saint Robert,TV,229882,0.7340723608582211
Tanguy SA,Masse,Billboards,307342,0.8056847648214694
Lemonnier,Barthelemy-sur-Torres,TV,304571,0.7619120993260425
Carre Roger S.A.S.,Renaud,Social Media,44451,0.6863970034716529
Besnard,Martineau,Billboards,88652,0.7248491398079715
Gilbert S.A.R.L.,Cousin,Billboards,293187,0.1115001840250832
Guillon SARL,Legros,Social Media,345250,0.8241763416457734
Moreno Ferrand SARL,Hervé-sur-Mer,TV,229590,0.6735406646014452
Guillon S.A.R.L.,Dos Santos,Billboards,257861,0.28817957929161403
Rolland et Fils,Chartier,Billboards,196368,0.5370937074557623
Thomas,Sainte Stéphanenec,TV,120509,0.7322885174622242
Bègue,Guillaumeboeuf,Social Media,467692,0.4311201479431801
Pierre,Hamel,Social Media,405943,0.5793821088467238
Bonneau,Diaz,Radio,128395,0.18569877214587313
Schneider,Jacquot,Radio,485300,0.6446372301693083
Barbe Duval S.A.R.L.,Joseph,Radio,23301,0.41248389115888817
Lagarde SARL,Guichard-la-Forêt,Billboards,210224,0.16938011846426598
Bazin,Pinto,Social Media,355720,0.11488860012853985
Chrétien S.A.,Gillet,Social Media,388414,0.6417461747460839
Maillet Moreau et Fils,Vallée-sur-Albert,Social Media,459128,0.5543094549271268
Tanguy Lecomte S.A.S.,MaréchalVille,Radio,103153,0.3225382554263252
Gimenez,Lejeune-sur-Mer,Radio,404672,0.770272630872341
Rocher,Collet,Radio,428102,0.17267687446960728
Leroy,Barbe-sur-Moreno,Social Media,115810,0.784183529190586
Rocher Faure SARL,Royer,Radio,485812,0.45227550186303966
Buisson,Prévostdan,TV,327728,0.7479413467351094
Lecoq,Regnier,Radio,190812,0.3691758971378616
Marty,Auger,TV,441026,0.8188806415181497
Rolland SARL,Wagnernec,Radio,127214,0.7579875428078697
Dupré Marques SARL,Barbier,Radio,331848,0.7552654820968385
Leleu S.A.R.L.,NicolasVille,Radio,376878,0.25229048024010925
Barre,Malletboeuf,Radio,374137,0.8621159768650898
Maillard,CoulonBourg,Radio,415902,0.7236205047970015
Teixeira,Legros-sur-Diallo,Billboards,485717,0.2584244835990125
Lévy,Saint Claudedan,Billboards,142882,0.47942296952691366
Sanchez SA,Lacombe-sur-Mer,TV,288631,0.622302464540277
Martinez,Traorenec,TV,115030,0.7023023176350766
Guillaume Salmon S.A.R.L.,Saint Hugues,Billboards,144584,0.7122985164508382
Brunet,FouquetBourg,Billboards,377121,0.5169139154008346
Joubert Pages S.A.S.,Sainte Gérard-la-Forêt,Radio,120280,0.7471829909074235
Legros,Coste,Social Media,16605,0.7909391947129943
Roger,Lenoir-les-Bains,Radio,94352,0.6358516721976067
Texier,Saint ÉléonoreVille,Social Media,381641,0.494178217763772
Hernandez S.A.S.,Lamy,TV,204626,0.6082154946107708
Mendès,Sainte Agathe-la-Forêt,TV,74509,0.5427318407759888
Da Costa Valette SA,Lecoq,Radio,169434,0.3650539616714126
Marie,Sainte Émilie-les-Bains,Social Media,376611,0.7106539716592088
Vasseur,Guillou-sur-Mer,Billboards,76504,0.3568567323651304
Gillet et Fils,Toussaintboeuf,Radio,239662,0.7463412965936564
Lecomte François S.A.S.,Rossi,Radio,354559,0.6624125592760798
Schmitt,Lebrun,Billboards,479703,0.48905027871818185
Renard SARL,Hoareau,TV,109350,0.7894265985699186
Le Roux,RollandVille,Radio,221616,0.5244179256050753
Legrand Le Gall SA,MassonVille,Billboards,492877,0.21352124575300505
Poirier S.A.R.L.,Schneider-sur-Rodrigues,Billboards,48336,0.28491183485764193
Loiseau S.A.R.L.,MartinBourg,Radio,25457,0.5051203525207222
Albert Wagner S.A.,Moulindan,TV,89239,0.403428447879275
Dias,Diallo,Social Media,264327,0.8120306008028872
Bigot,Valette,TV,21757,0.3439180717102014
Poulain,Da CostaBourg,Social Media,253891,0.8073397655359437
Maréchal,Sainte Alexandrie,Social Media,154476,0.4309674522663226
Brun et Fils,GillesVille,Social Media,405805,0.4248398392555438
Georges SA,Charrier,Radio,364267,0.3691637856086465
Delahaye,Gaillardboeuf,Radio,145769,0.16489847991685452
Ruiz et Fils,Munoz,Billboards,411241,0.7092097281325116
Dijoux,Pereiradan,Social Media,160684,0.8733233730217754
Auger,Alves,Radio,106131,0.780181537417583
Colin Joly et Fils,Bonneau,TV,499362,0.7300475928274635
Robin,DupuisVille,Billboards,98338,0.24340395731009254
Dupuy,NguyenVille,Billboards,424540,0.2708185467091556
Guyot Renard S.A.,Sainte Emmanuelle,Billboards,169168,0.4578616315954872
Guichard,Sainte Honoré,Social Media,324893,0.35912585140782116
De Oliveira,Moreno,TV,91897,0.18153574119165627
Da Silva Navarro SARL,Sainte Zoé,Social Media,49760,0.4531380660024399
Delorme,Sainte Luce,Radio,176804,0.20160567918164746
Olivier Descamps SA,Evrardboeuf,Billboards,66274,0.45140861852465664
Bodin S.A.,Julienboeuf,TV,175238,0.8028739219408964
Guyon S.A.,Goncalves,Radio,119204,0.15668900595485377
Valette S.A.,Buisson-sur-Marin,Radio,89556,0.21534227126018363
Dumas,Blotdan,Billboards,234388,0.6906558185215259
Robert Jean SA,Evrarddan,Radio,289112,0.2654584550126483
Guillon,Bourgeois,Radio,490748,0.5260339145531016
Hernandez,Vaillant,Billboards,433654,0.8417000226582342
Chrétien Vallée S.A.,AllardBourg,Social Media,179129,0.7890388688535885
Charrier S.A.R.L.,Sainte Robert,Social Media,38537,0.8948759511412303
Perret,Saint HenrietteVille,Billboards,95294,0.7898116550093935
Maréchal,Payet,Billboards,355677,0.47432918545203817
Fontaine SA,Peron,Social Media,443827,0.8918628309286459
Raynaud,Lemairedan,Billboards,85796,0.28662532211630665
Fouquet et Fils,Marchal,Radio,461788,0.7709255285434563
Pereira,Saint Madeleine,Radio,241811,0.525294571376796
Salmon,Thierry,TV,395154,0.35223420456402454
Dufour Guillet S.A.,Saint AiméeBourg,Radio,224231,0.8259130301005178
Tessier et Fils,Guyonnec,TV,143225,0.3273790996398829
Lefebvre Dupuy S.A.R.L.,Perrier-sur-Rodriguez,Billboards,341779,0.4197558321397209
Salmon Alves et Fils,Bodin,TV,152426,0.6662699448510966
Lefort S.A.,Diaz,Social Media,403807,0.5193267849542256
Gay,Barbeboeuf,Social Media,96318,0.4991301972971678
Fernandez Lecoq et Fils,Bazin-la-Forêt,TV,274017,0.4126995413886444
Chartier Allard SARL,Saint ThérèseBourg,Radio,420789,0.5882347399637393
Dupré Bodin et Fils,Marchanddan,Social Media,167295,0.5853735470164099
Sanchez,RogerVille,Billboards,492508,0.43268020810488206
Carlier,Bouchet,TV,202444,0.4204449429399889
Boucher Lecomte SARL,Rocher,Billboards,207910,0.50597121344104
Chevallier S.A.R.L.,Loiseau,Radio,214339,0.26599942042734404
Maury,Godard,Social Media,130110,0.492792743784639
Verdier,Saint Roland-la-Forêt,Social Media,272239,0.290222623484342
Hamon SA,Sauvage-la-Forêt,TV,429755,0.11043461396766513
Maillot,Saint Geneviève,Radio,206914,0.5628716873143821
Maurice Vidal SARL,Marion,Billboards,165205,0.7919914164353269
Lopez S.A.S.,Dupuy-la-Forêt,TV,156387,0.4207906095518621
Cohen,Loiseau,Radio,446250,0.5983183620702884
Pereira S.A.R.L.,Fleury-sur-Berger,Billboards,455816,0.7660248329515796
Guilbert Laroche S.A.R.L.,Charles,TV,55223,0.46969340616366995
Raymond,Sainte Margaud,TV,293808,0.48564851111643137
Delannoy Martineau S.A.R.L.,Guillaume-sur-Raymond,Social Media,375900,0.300825747861754
Baudry,Saint Thomasdan,Radio,281684,0.4443828803960951
Mallet Guillot S.A.R.L.,Daniel-la-Forêt,TV,363506,0.22661213477756556
Vaillant et Fils,Caron,Radio,390438,0.27856542451537647
Rey S.A.,Breton,Radio,233862,0.8226292749634889
Grégoire SA,Sainte Arnaude-les-Bains,Radio,258814,0.4850951840735024
Martin,Guichard,Billboards,257431,0.46008078332966007
Pruvost,De Sousa,TV,373565,0.8209599301322597
Guillon,Toussaint,TV,72649,0.7057481845885754
Cousin,Dos Santos-sur-Mer,Radio,380810,0.3164393756715274
Guyot SA,Cohen,Billboards,466812,0.12051474038090114
Carre,Cousinboeuf,Radio,235852,0.3776217374024142
Ribeiro,Saint Danielle-sur-Mer,Billboards,135981,0.8347128339294441
Martineau,FoucherVille,Billboards,409368,0.12418587760189395
Carre Duval et Fils,Hebertnec,Social Media,37850,0.34432053737079055
Maillard Bailly S.A.,Pintoboeuf,Social Media,396813,0.49268102635380984
Berthelot SA,Lemaître,Billboards,408417,0.5401157064737385
Munoz Bousquet S.A.S.,MoreauVille,Radio,73434,0.5070844932235894
Gaudin,Lesage,Radio,394451,0.2430055650113559
Lefèvre,Saint BrigitteVille,TV,466396,0.6714838278088591
Michaud Martineau SA,Dumont,Billboards,465672,0.6287470909192461
Paul,Parisboeuf,Radio,475740,0.6386849613985056
Caron,Blot,Radio,144320,0.21548263970803233
Benard S.A.S.,Faivre-sur-Petit,Billboards,215157,0.6317378369768389
Merle Lopes et Fils,Le Rouxdan,TV,135197,0.5210031107480043
Pinto,Sainte LaurenceBourg,TV,445883,0.1944694830087456
Rémy S.A.R.L.,Saint Daniel-les-Bains,Social Media,78581,0.709856679603652
Launay Weiss SARL,Alexandre,TV,74055,0.7063134632603838
Le Goff,Saint Philippe,Radio,60283,0.3355878873331434
Guillot,Renard-sur-Bègue,Billboards,434281,0.7333712945242038
Benard,Saint Honoré,TV,35311,0.7410369910900511
Da Costa Camus S.A.R.L.,Bonneau,Radio,103348,0.20679081078879263
Courtois Mathieu S.A.,Pineau-la-Forêt,TV,116556,0.5876368845456471
Pereira,Saint Louisboeuf,TV,103933,0.8670528017900782
Meyer S.A.R.L.,Saint Clémence,Radio,61797,0.2883243663876499
Maurice,Sainte Augustinnec,TV,386225,0.8729809448389763
Schmitt et Fils,RegnierBourg,Billboards,271033,0.8873319831960196
Fernandes Mallet SA,Saint Moniqueboeuf,Billboards,163687,0.20003893140289
Rémy,Sainte Françoise,Billboards,167475,0.18403838214170679
Tanguy,Maurice-les-Bains,Social Media,221339,0.14552489491525158
Vidal et Fils,Launay,Radio,194669,0.2868644186261514
Simon Gomes SARL,Sainte DenisVille,TV,93636,0.5011695861412754
Bègue SA,Georges,Billboards,105631,0.15187960561225147
Masse S.A.S.,Chrétien,Social Media,470360,0.43080244726191774
Seguin Joseph et Fils,Delahayenec,Billboards,369597,0.3557303615389157
Langlois,Renaultdan,Billboards,287778,0.2540692765461333
Delorme,Françoisdan,Radio,373683,0.3320775714189533
Carlier,Ferrand-les-Bains,Billboards,78038,0.5092471627789122
Lefebvre,Bourgeois,TV,50573,0.7846293031730731
Ledoux,Bousquet,Billboards,310035,0.2443713475521964
Pereira,Masson,TV,227782,0.2886972694488746
Thierry,Mathieu,Billboards,187427,0.43320966465868915
Robin SA,Guillotdan,TV,80524,0.40806362373978733
Mahe,Bigot,Radio,369069,0.2197292889241072
Vasseur S.A.R.L.,Guichardboeuf,Billboards,199413,0.7094535940508412
Gros,Gérardnec,Social Media,401500,0.6807980552849626
Marin Charrier S.A.R.L.,Grondin,Billboards,356704,0.440661477829126
Pires Vallet S.A.S.,Sainte Louiseboeuf,TV,97890,0.2822613358727092
Raymond,Pons,Social Media,90904,0.5945244070980298
Bonnet,Dupré,Radio,133035,0.7682678258212555
Olivier,Rocher,Billboards,73672,0.6957995770887924
Lenoir et Fils,Saint Frédérique,Radio,346992,0.37890821423857124
Roy SARL,LégerBourg,Social Media,379992,0.4228821806795138
Pinto,Ribeiro-les-Bains,Social Media,192559,0.4973103849546542
Lamy Ramos S.A.,RocherVille,Billboards,173085,0.40846872223562425
Prévost,AugerVille,Social Media,138157,0.22495601514453956
Letellier,BriandBourg,Radio,110921,0.821145388738304
Robin,Tanguyboeuf,Billboards,186312,0.30725241235906087
Moulin et Fils,Baudrynec,Radio,334307,0.45352695268728993
Reynaud,Brun,Social Media,59798,0.6450967103584053
Muller S.A.S.,Gillet,Billboards,272805,0.48380192310892545
Pinto Leclercq SARL,Hubert,Billboards,391593,0.24357498243800838
Maréchal,Lacroix-sur-Vallet,Radio,13086,0.5439859343368928
Barthelemy,Saint Vincentboeuf,Radio,223303,0.5341431695412457
Langlois,Sainte Jeannine,Radio,471197,0.6346256168156408
Morel,Rossi-sur-Mer,TV,175082,0.5471203390053144
Blanchet,BessonBourg,Radio,131223,0.6103982858014267
Colin,Barre,TV,179975,0.78724981080207
Hubert,Barbe-sur-Martinez,Billboards,373677,0.10104566883282384
Baudry Launay SA,Martinezdan,Social Media,119811,0.3225091708997162
Brun,Saint Valentine-la-Forêt,Radio,15491,0.4464685196042536
Allard Laporte S.A.R.L.,Sainte ArnaudeVille,Billboards,416640,0.5746971489207556
Gilles S.A.S.,Saint AnoukVille,TV,306840,0.5649150572167624
Boutin SA,Saint GilbertVille,TV,407569,0.82507885837286
Langlois S.A.,Lambertboeuf,TV,122146,0.6236411478251334
Mace,Morel,Billboards,397006,0.3133347078556419
Fontaine S.A.,Weissboeuf,Billboards,149222,0.554972926743618
Renault et Fils,Pintoboeuf,Billboards,46864,0.654523785901287
Dubois,Guichard-sur-Mer,Billboards,30168,0.7909149570602703
Rocher,Duvalboeuf,Social Media,454416,0.6662647608467941
Meyer SA,Mary-les-Bains,TV,165839,0.29560179954193766
Paul,Saint Richard-la-Forêt,Social Media,342896,0.3913760355764383
Normand,Verdier-les-Bains,Radio,469493,0.776844204221879
Lopes Pelletier S.A.,Le Gall-sur-Blanchard,Billboards,65949,0.49356014262810577
Carlier,Dumont,Radio,488711,0.33124520586387274
Huet S.A.R.L.,Saint Michel,TV,100781,0.6328628954920423
Costa,Sainte Martin-la-Forêt,Billboards,33682,0.7540848309714638
Rousset,Jacquetdan,Billboards,235014,0.8637218724281065
Toussaint,Saint Aurorenec,Billboards,335807,0.3557620136992977
Lesage,Saint Valérie,Social Media,206699,0.5904516416673089
David Richard SARL,Barre,Social Media,53062,0.4585491546609085
Caron,Delahaye,Social Media,249499,0.798935147079172
Bigot Fleury SARL,Robin-sur-Mer,Radio,302426,0.6879122728848073
Dupré et Fils,Sainte Anne,TV,301856,0.3891725497123608
Paris,Collin,Radio,27908,0.21845926364998416
Vallet Chevalier S.A.S.,Dumas,Social Media,438538,0.20034564659684398
Olivier Lebon S.A.R.L.,Duranddan,Social Media,71700,0.7133539958253728
Neveu Lemoine S.A.,Gautier,Radio,153009,0.3254123828936031
Coulon S.A.S.,TorresBourg,TV,20695,0.6251434101326452
Descamps S.A.R.L.,Lombard,Billboards,481508,0.44071537950425277
Ollivier,Pages,TV,160924,0.796540273473467
Georges Lefort S.A.R.L.,Saint Arnaude,Billboards,228069,0.692888639774097
Faivre S.A.R.L.,Sainte Aimé,Billboards,192275,0.3434637313232044
De Sousa S.A.S.,Sainte Virginiedan,Social Media,291504,0.3411408234263549
Duval et Fils,Moreau,TV,74713,0.4040784144176792
De Oliveira,Petit,Social Media,349167,0.6396352710368619
Foucher,Rocher,Billboards,363867,0.6900818765601293
Lejeune et Fils,Carlier-sur-Evrard,Billboards,302995,0.1425626779513336
Vasseur SA,Launay-sur-Mer,TV,337637,0.6968052662865747
Barthelemy Mary et Fils,Auger,Radio,89861,0.1896181705896213
Giraud Jourdan et Fils,Hebert-les-Bains,Billboards,210119,0.20831201975644503
Thierry,Valentin,Social Media,24904,0.6538329941158059
Gaudin,Martel,Billboards,322611,0.844797884598623
Albert Cohen S.A.,Didier,Billboards,401476,0.6034314020822975
Delaunay S.A.,Dubois,Social Media,268223,0.37047311012056017
Renault,Richard,Social Media,195106,0.7161081553891749
Millet Maillard S.A.S.,Dupont,TV,350222,0.1483970604791739
Cordier,Perrin,Social Media,227152,0.5683546837119428
Lemaire SARL,Pons,Social Media,275220,0.1724523430179401
Morel SARL,Sainte Marcelle-la-Forêt,Social Media,193208,0.49327324765680847
Cordier Bouvier SA,Sainte Isaac,Billboards,147275,0.5460960428113631
Daniel Chauvet S.A.S.,Raynaud,Billboards,318519,0.46291362373528444
Courtois,Sainte Célineboeuf,Social Media,358984,0.4743142657623636
Munoz Collin SARL,Mercier-sur-Mer,Social Media,14483,0.7560617790267345
Michel Sanchez S.A.R.L.,LejeuneBourg,TV,484906,0.8351700800948421
Pinto,Ferrand-sur-Lecoq,Radio,386071,0.27154281710468187
Jacques,Garcia,Billboards,289226,0.25297334336020705
Parent S.A.S.,Dumasnec,Social Media,113984,0.4336270188937913
Dumas Duhamel S.A.S.,Lebreton-sur-Bodin,TV,123730,0.5751128772243651
Benard et Fils,Lebon,Billboards,337530,0.34559409627740734
Guillon,Blanchard,Billboards,42021,0.7069810027616614
Roy,Sainte Odette-la-Forêt,Radio,443285,0.18015749477083923
Maurice,Lefebvreboeuf,Social Media,210465,0.6761499880788666
Noël Merle S.A.S.,BarbeBourg,TV,330586,0.8409461128993029
Louis S.A.,Sauvage-les-Bains,TV,46381,0.4207637882570484
Chartier,Richard,Radio,50436,0.12192123106172642
Chevalier,Weber-sur-Mer,Billboards,334548,0.8734240756342538
Chevallier Le Gall et Fils,Da Silva,Billboards,240399,0.20523539099664934
Perret,DelattreVille,TV,18060,0.4429594212484218
Godard SA,Aubert-sur-Buisson,Radio,438504,0.24527572765143324
Guichard et Fils,Samson,Billboards,353101,0.6579556751804586
Hamel,Pires,Social Media,366486,0.16684844993034736
Lombard,MarinBourg,Radio,98959,0.7623734512761949
